# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.on.changed.ms,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValue.total.get.count,1732554152278000000,1732554165712000000,7
workspaceModel.updates.count,1732554152278000000,1732554165712000000,0
workspaceModel.init.bridges.ms,1732554152278000000,1732554165712000000,0
workspaceModel.updates.ms,1732554152278000000,1732554165712000000,0
workspaceModel.loading.total.ms,1732554152278000000,1732554165712000000,7
workspaceModel.full.replace.project.model.ms,1732554152278000000,1732554165712000000,0
workspaceModel.replace.project.model.ms,1732554152278000000,1732554165712000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1732554152278000000,1732554165712000000,5
workspaceModel.update.unloaded.entities.ms,1732554152278000000,1732554165712000000,0
VFS.fileByIdCache.misses,1732554152278000000,1732554165712000000,0
VFS.fileByIdCache.hits,1732554152278000000,1732554165712000000,0
VFS.fileChildByName,1732554152278000000,1732554165712000000,13
VFS.invertedFileNameIndex.requests,1732554152278000000,1732554165712000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1732554152278000000,1732554165712000000,354112
NonBlockingReadAction.failedExecutionTimeUs,1732554152278000000,1732554165712000000,0
AWTEventQueue.dispatchTimeTotalNS,1732554152278000000,1732554165712000000,10299236300
NonBlockingReadAction.failedExecutionsCount,1732554152278000000,1732554165712000000,0
NonBlockingReadAction.finalizedExecutionsCount,1732554152278000000,1732554165712000000,25
jps.library.entities.serializer.load.entities.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1732554152278000000,1732554165712000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1732554152278000000,1732554165712000000,1
workspaceModel.moduleManagerBridge.load.module.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1732554152278000000,1732554165712000000,0
jps.global.initialize.library.bridges.after.loading.ms,1732554152278000000,1732554165712000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.instances.count,1732554152278000000,1732554165712000000,5
workspaceModel.mutableEntityStorage.collect.changes.ms,1732554152278000000,1732554165712000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1732554152278000000,1732554165712000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1732554152278000000,1732554165712000000,0
jps.global.handle.changed.events.ms,1732554152278000000,1732554165712000000,0
workspaceModel.global.apply.state.to.project.ms,1732554152278000000,1732554165712000000,0
workspaceModel.global.updates.ms,1732554152278000000,1732554165712000000,6
workspaceModel.load.cache.from.file.ms,1732554152278000000,1732554165712000000,93
jps.global.handle.before.change.events.ms,1732554152278000000,1732554165712000000,0
workspaceModel.sync.entities.ms,1732554152278000000,1732554165712000000,0
jps.load.initial.state.ms,1732554152278000000,1732554165712000000,15
workspaceModel.mutableEntityStorage.add.entity.ms,1732554152278000000,1732554165712000000,6
workspaceModel.do.save.caches.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1732554152278000000,1732554165712000000,0
workspaceModel.load.cache.metadata.from.file.ms,1732554152278000000,1732554165712000000,8
workspaceModel.moduleManagerBridge.build.module.graph.ms,1732554152278000000,1732554165712000000,0
jps.library.entities.serializer.save.entities.ms,1732554152278000000,1732554165712000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.entities.ms,1732554152278000000,1732554165712000000,1
workspaceModel.mutableEntityStorage.entities.by.source.ms,1732554152278000000,1732554165712000000,0
jps.app.storage.content.writer.save.component.ms,1732554152278000000,1732554165712000000,13
jps.global.get.library.ms,1732554152278000000,1732554165712000000,0
jps.save.global.entities.ms,1732554152278000000,1732554165712000000,47
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1732554152278000000,1732554165712000000,0
jps.global.get.libraries.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1732554152278000000,1732554165712000000,5
workspaceModel.mutableEntityStorage.has.same.entities.ms,1732554152278000000,1732554165712000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1732554152278000000,1732554165712000000,0
jps.global.get.library.by.name.ms,1732554152278000000,1732554165712000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1732554152278000000,1732554165712000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1732554152278000000,1732554165712000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1732554152278000000,1732554165712000000,0
workspaceModel.global.updates.count,1732554152278000000,1732554165712000000,1
workspaceModel.save.cache.to.file.ms,1732554152278000000,1732554165712000000,24
workspaceModel.moduleManagerBridge.get.modules.ms,1732554152278000000,1732554165712000000,0
jps.app.storage.content.reader.load.component.ms,1732554152278000000,1732554165712000000,10
workspaceModel.moduleManagerBridge.load.all.modules.ms,1732554152278000000,1732554165712000000,0
jps.global.initialize.library.bridges.ms,1732554152278000000,1732554165712000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1732554152278000000,1732554165712000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1732554152278000000,1732554165712000000,1103
DiskQueryRelay.tasksRequested,1732554152278000000,1732554165712000000,2
DiskQueryRelay.tasksExecuted,1732554152278000000,1732554165712000000,2
DiskQueryRelay.taskExecutionTotalTimeUs,1732554152278000000,1732554165712000000,1059
writeAction.max.wait.ms,1732554152278000000,1732554165712000000,0
writeAction.count,1732554152278000000,1732554165712000000,3
writeAction.median.wait.ms,1732554152278000000,1732554165712000000,0
writeAction.wait.ms,1732554152278000000,1732554165712000000,0
