# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.misses,1732554152278000000,1732554165712000000,186
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1732554152278000000,1732554165712000000,41943040
FilePageCacheLockFree.totalPagesRequested,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1732554152278000000,1732554165712000000,0
FilePageCache.pageLoads,1732554152278000000,1732554165712000000,189
FilePageCacheLockFree.totalPagesRequestsMs,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalBytesRead,1732554152278000000,1732554165712000000,0
StorageLockContext.competingThreads.90P,1732554152278000000,1732554165712000000,0
FilePageCache.totalPageLoadsUs,1732554152278000000,1732554165712000000,273591
FilePageCache.maxRegisteredFiles,1732554152278000000,1732554165712000000,518
FilePageCacheLockFree.totalHeapBytesReclaimed,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalPagesReclaimed,1732554152278000000,1732554165712000000,0
FilePageCache.capacityInBytes,1732554152278000000,1732554165712000000,503316478
FilePageCacheLockFree.totalClosedStoragesReclaimed,1732554152278000000,1732554165712000000,0
DirectByteBufferAllocator.disposed,1732554152278000000,1732554165712000000,146
FilePageCache.pageLoadsAboveSizeThreshold,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.nativeBytesInUse,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1732554152278000000,1732554165712000000,0
FilePageCache.pageFastCacheHits,1732554152278000000,1732554165712000000,3740
FilePageCache.disposedBuffers,1732554152278000000,1732554165712000000,189
FilePageCacheLockFree.totalBytesWritten,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1732554152278000000,1732554165712000000,0
DirectByteBufferAllocator.hits,1732554152278000000,1732554165712000000,3
FilePageCache.pageHits,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalPagesHandedOver,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalBytesRequested,1732554152278000000,1732554165712000000,0
FilePageCache.uncachedFileAccess,1732554152278000000,1732554165712000000,109
DirectByteBufferAllocator.reclaimed,1732554152278000000,1732554165712000000,43
StorageLockContext.competingThreads.max,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalPagesReadMs,1732554152278000000,1732554165712000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalPagesWriteMs,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalPagesAllocated,1732554152278000000,1732554165712000000,0
FilePageCache.maxCacheSizeInBytes,1732554152278000000,1732554165712000000,195035136
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1732554152278000000,1732554165712000000,41943040
FilePageCache.totalPageDisposalsUs,1732554152278000000,1732554165712000000,1664
FilePageCacheLockFree.totalPagesWritten,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1732554152278000000,1732554165712000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1732554152278000000,1732554165712000000,0
StorageLockContext.competingThreads.avg,1732554152278000000,1732554165712000000,0.0
FilePageCacheLockFree.heapBytesInUse,1732554152278000000,1732554165712000000,0
cacheStateStorage.get.duration,1732554152278000000,1732554165712000000,14
cacheStateStorage.get.counter,1732554152278000000,1732554165712000000,10
cacheStateStorage.set.duration,1732554152278000000,1732554165712000000,6
cacheStateStorage.set.counter,1732554152278000000,1732554165712000000,6
Indexing.cache.totalCacheAccesses,1732554152278000000,1732554165712000000,0
Indexing.totalTimeIndexersSleptMs,1732554152278000000,1732554165712000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1732554152278000000,1732554165712000000,0
Indexing.cache.totalCacheMisses,1732554152278000000,1732554165712000000,0
Indexing.cache.totalCacheEvicted,1732554152278000000,1732554165712000000,0
Indexing.writesQueuedMin,1732554152278000000,1732554165712000000,9223372036854775807
Indexing.writesQueuedMax,1732554152278000000,1732554165712000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1732554152278000000,1732554165712000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1732554152278000000,1732554165712000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1732554152278000000,1732554165712000000,0
workspaceModel.on.before.changed.ms,1732554152278000000,1732554165712000000,0
workspaceModel.initializing.ms,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValueWithParameters.clear.count,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValue.calculated.count,1732554152278000000,1732554165712000000,1
workspaceModel.check.recursive.update.ms,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValue.clear.count,1732554152278000000,1732554165712000000,0
workspaceModel.collect.changes.ms,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValue.from.cache.count,1732554152278000000,1732554165712000000,6
workspaceModel.to.snapshot.ms,1732554152278000000,1732554165712000000,0
workspaceModel.updates.precise.ms,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1732554152278000000,1732554165712000000,0
workspaceModel.pre.handlers.ms,1732554152278000000,1732554165712000000,0
workspaceModel.loading.from.cache.ms,1732554152278000000,1732554165712000000,1
workspaceModel.cachedValueWithParameters.from.cache.count,1732554152278000000,1732554165712000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1732554152278000000,1732554165712000000,0
