# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.updates.count,1732556823773000000,1732556836851000000,0
workspaceModel.cachedValue.clear.count,1732556823773000000,1732556836851000000,0
workspaceModel.loading.from.cache.ms,1732556823773000000,1732556836851000000,1
workspaceModel.loading.total.ms,1732556823773000000,1732556836851000000,5
workspaceModel.on.changed.ms,1732556823773000000,1732556836851000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1732556823773000000,1732556836851000000,0
workspaceModel.cachedValue.from.cache.count,1732556823773000000,1732556836851000000,6
workspaceModel.replace.project.model.ms,1732556823773000000,1732556836851000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1732556823773000000,1732556836851000000,0
workspaceModel.check.recursive.update.ms,1732556823773000000,1732556836851000000,0
workspaceModel.collect.changes.ms,1732556823773000000,1732556836851000000,0
workspaceModel.updates.precise.ms,1732556823773000000,1732556836851000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1732556823773000000,1732556836851000000,5
FilePageCacheLockFree.nativeBytesInUse,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalPagesHandedOver,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1732556823773000000,1732556836851000000,0
StorageLockContext.competingThreads.90P,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalBytesRead,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalPagesWritten,1732556823773000000,1732556836851000000,0
FilePageCache.totalPageLoadsUs,1732556823773000000,1732556836851000000,180751
FileChannelInterruptsRetryer.totalRetriedAttempts,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1732556823773000000,1732556836851000000,0
StorageLockContext.competingThreads.avg,1732556823773000000,1732556836851000000,0.0
FilePageCacheLockFree.totalPageAllocationsWaited,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalPagesRequested,1732556823773000000,1732556836851000000,0
FilePageCache.maxCacheSizeInBytes,1732556823773000000,1732556836851000000,195035136
FilePageCache.disposedBuffers,1732556823773000000,1732556836851000000,189
FilePageCacheLockFree.totalClosedStoragesReclaimed,1732556823773000000,1732556836851000000,0
DirectByteBufferAllocator.hits,1732556823773000000,1732556836851000000,3
FilePageCache.totalPageDisposalsUs,1732556823773000000,1732556836851000000,745
FilePageCache.pageLoadsAboveSizeThreshold,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalPagesWriteMs,1732556823773000000,1732556836851000000,0
FilePageCache.pageHits,1732556823773000000,1732556836851000000,0
DirectByteBufferAllocator.disposed,1732556823773000000,1732556836851000000,146
DirectByteBufferAllocator.misses,1732556823773000000,1732556836851000000,186
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1732556823773000000,1732556836851000000,41943040
FilePageCacheLockFree.totalPagesReclaimed,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalBytesWritten,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1732556823773000000,1732556836851000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1732556823773000000,1732556836851000000,41943040
FilePageCacheLockFree.totalPagesReadMs,1732556823773000000,1732556836851000000,0
DirectByteBufferAllocator.reclaimed,1732556823773000000,1732556836851000000,43
FilePageCacheLockFree.housekeeperTurnsDone,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1732556823773000000,1732556836851000000,0
FilePageCache.pageLoads,1732556823773000000,1732556836851000000,189
FilePageCache.capacityInBytes,1732556823773000000,1732556836851000000,503316478
StorageLockContext.competingThreads.max,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalBytesRequested,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.heapBytesInUse,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1732556823773000000,1732556836851000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1732556823773000000,1732556836851000000,0
FilePageCache.maxRegisteredFiles,1732556823773000000,1732556836851000000,518
FilePageCache.pageFastCacheHits,1732556823773000000,1732556836851000000,3736
FilePageCacheLockFree.totalPagesAllocated,1732556823773000000,1732556836851000000,0
FilePageCache.uncachedFileAccess,1732556823773000000,1732556836851000000,109
NonBlockingReadAction.finalizedExecutionsCount,1732556823773000000,1732556836851000000,25
AWTEventQueue.dispatchTimeTotalNS,1732556823773000000,1732556836851000000,10199429100
NonBlockingReadAction.failedExecutionsCount,1732556823773000000,1732556836851000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1732556823773000000,1732556836851000000,326135
NonBlockingReadAction.failedExecutionTimeUs,1732556823773000000,1732556836851000000,0
VFS.fileChildByName,1732556823773000000,1732556836851000000,13
VFS.fileByIdCache.misses,1732556823773000000,1732556836851000000,0
VFS.fileByIdCache.hits,1732556823773000000,1732556836851000000,0
VFS.invertedFileNameIndex.requests,1732556823773000000,1732556836851000000,0
Indexing.cache.totalCacheAccesses,1732556823773000000,1732556836851000000,0
Indexing.writesQueuedMin,1732556823773000000,1732556836851000000,9223372036854775807
Indexing.cache.totalCacheMisses,1732556823773000000,1732556836851000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1732556823773000000,1732556836851000000,0
Indexing.totalTimeIndexersSleptMs,1732556823773000000,1732556836851000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1732556823773000000,1732556836851000000,0
Indexing.cache.totalCacheEvicted,1732556823773000000,1732556836851000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1732556823773000000,1732556836851000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1732556823773000000,1732556836851000000,0
Indexing.writesQueuedMax,1732556823773000000,1732556836851000000,0
cacheStateStorage.set.duration,1732556823773000000,1732556836851000000,5
cacheStateStorage.set.counter,1732556823773000000,1732556836851000000,6
cacheStateStorage.get.counter,1732556823773000000,1732556836851000000,10
cacheStateStorage.get.duration,1732556823773000000,1732556836851000000,13
DiskQueryRelay.tasksExecuted,1732556823773000000,1732556836851000000,2
writeAction.wait.ms,1732556823773000000,1732556836851000000,0
DiskQueryRelay.tasksRequested,1732556823773000000,1732556836851000000,2
writeAction.median.wait.ms,1732556823773000000,1732556836851000000,0
DiskQueryRelay.taskWaitingTotalTimeUs,1732556823773000000,1732556836851000000,986
DiskQueryRelay.taskExecutionTotalTimeUs,1732556823773000000,1732556836851000000,958
writeAction.count,1732556823773000000,1732556836851000000,3
writeAction.max.wait.ms,1732556823773000000,1732556836851000000,0
