# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexing.totalTimeIndexersSleptMs,1732551822026000000,1732551834725000000,0
Indexing.writesQueuedMin,1732551822026000000,1732551834725000000,0
Indexing.writer_2.totalTimeSpentWritingMs,1732551822026000000,1732551834725000000,0
Indexing.cache.totalCacheAccesses,1732551822026000000,1732551834725000000,0
Indexing.writesQueuedMax,1732551822026000000,1732551834725000000,0
Indexing.cache.totalCacheMisses,1732551822026000000,1732551834725000000,0
Indexing.cache.totalCacheEvicted,1732551822026000000,1732551834725000000,0
Indexing.writesQueuedAvg,1732551822026000000,1732551834725000000,0.0
VFS.invertedFileNameIndex.requests,1732551822026000000,1732551834725000000,0
VFS.fileChildByName,1732551822026000000,1732551834725000000,13
VFS.fileByIdCache.misses,1732551822026000000,1732551834725000000,0
VFS.fileByIdCache.hits,1732551822026000000,1732551834725000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1732551822026000000,1732551834725000000,951
DiskQueryRelay.tasksRequested,1732551822026000000,1732551834725000000,2
writeAction.count,1732551822026000000,1732551834725000000,3
DiskQueryRelay.taskWaitingTotalTimeUs,1732551822026000000,1732551834725000000,998
writeAction.median.wait.ms,1732551822026000000,1732551834725000000,0
writeAction.wait.ms,1732551822026000000,1732551834725000000,1
writeAction.max.wait.ms,1732551822026000000,1732551834725000000,1
DiskQueryRelay.tasksExecuted,1732551822026000000,1732551834725000000,2
cacheStateStorage.get.counter,1732551822026000000,1732551834725000000,10
cacheStateStorage.set.duration,1732551822026000000,1732551834725000000,7
cacheStateStorage.set.counter,1732551822026000000,1732551834725000000,6
cacheStateStorage.get.duration,1732551822026000000,1732551834725000000,15
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1732551822026000000,1732551834725000000,41943040
FilePageCache.uncachedFileAccess,1732551822026000000,1732551834725000000,109
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1732551822026000000,1732551834725000000,41943040
FileChannelInterruptsRetryer.totalRetriedAttempts,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalBytesRequested,1732551822026000000,1732551834725000000,0
DirectByteBufferAllocator.hits,1732551822026000000,1732551834725000000,3
FilePageCache.totalPageLoadsUs,1732551822026000000,1732551834725000000,300291
StorageLockContext.competingThreads.avg,1732551822026000000,1732551834725000000,0.2857142857142857
FilePageCacheLockFree.totalBytesWritten,1732551822026000000,1732551834725000000,0
DirectByteBufferAllocator.reclaimed,1732551822026000000,1732551834725000000,43
StorageLockContext.competingThreads.90P,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.nativeBytesInUse,1732551822026000000,1732551834725000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPagesWriteMs,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPagesWritten,1732551822026000000,1732551834725000000,0
FilePageCache.totalPageDisposalsUs,1732551822026000000,1732551834725000000,786
FilePageCacheLockFree.totalHeapBytesReclaimed,1732551822026000000,1732551834725000000,0
DirectByteBufferAllocator.misses,1732551822026000000,1732551834725000000,186
FilePageCache.capacityInBytes,1732551822026000000,1732551834725000000,503316478
FilePageCacheLockFree.totalPagesRequestsMs,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.heapBytesInUse,1732551822026000000,1732551834725000000,0
FilePageCache.pageFastCacheHits,1732551822026000000,1732551834725000000,3737
FilePageCache.maxCacheSizeInBytes,1732551822026000000,1732551834725000000,195035136
FilePageCache.maxRegisteredFiles,1732551822026000000,1732551834725000000,518
DirectByteBufferAllocator.disposed,1732551822026000000,1732551834725000000,146
FilePageCacheLockFree.totalNativeBytesAllocated,1732551822026000000,1732551834725000000,0
FilePageCache.disposedBuffers,1732551822026000000,1732551834725000000,189
FilePageCache.pageHits,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPagesHandedOver,1732551822026000000,1732551834725000000,0
StorageLockContext.competingThreads.max,1732551822026000000,1732551834725000000,6
FilePageCacheLockFree.housekeeperTurnsSkipped,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1732551822026000000,1732551834725000000,0
FilePageCache.pageLoads,1732551822026000000,1732551834725000000,189
FilePageCacheLockFree.totalPagesReclaimed,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPagesReadMs,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPagesRequested,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalPagesAllocated,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.totalBytesRead,1732551822026000000,1732551834725000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1732551822026000000,1732551834725000000,8
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.entities.ms,1732551822026000000,1732551834725000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1732551822026000000,1732551834725000000,0
jps.app.storage.content.writer.save.component.ms,1732551822026000000,1732551834725000000,27
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1732551822026000000,1732551834725000000,0
jps.library.entities.serializer.save.entities.ms,1732551822026000000,1732551834725000000,0
workspaceModel.save.cache.to.file.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1732551822026000000,1732551834725000000,3
workspaceModel.mutableEntityStorage.entities.by.source.ms,1732551822026000000,1732551834725000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1732551822026000000,1732551834725000000,7
jps.global.handle.before.change.events.ms,1732551822026000000,1732551834725000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1732551822026000000,1732551834725000000,0
jps.load.initial.state.ms,1732551822026000000,1732551834725000000,13
workspaceModel.load.cache.metadata.from.file.ms,1732551822026000000,1732551834725000000,9
workspaceModel.moduleManagerBridge.load.module.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.instances.count,1732551822026000000,1732551834725000000,5
workspaceModel.global.apply.state.to.project.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1732551822026000000,1732551834725000000,0
jps.global.initialize.library.bridges.after.loading.ms,1732551822026000000,1732551834725000000,1
workspaceModel.global.updates.count,1732551822026000000,1732551834725000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1732551822026000000,1732551834725000000,0
workspaceModel.sync.entities.ms,1732551822026000000,1732551834725000000,0
jps.global.get.library.by.name.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1732551822026000000,1732551834725000000,1
workspaceModel.global.updates.ms,1732551822026000000,1732551834725000000,8
jps.global.get.library.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1732551822026000000,1732551834725000000,1
jps.save.global.entities.ms,1732551822026000000,1732551834725000000,56
jps.app.storage.content.reader.load.component.ms,1732551822026000000,1732551834725000000,10
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1732551822026000000,1732551834725000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1732551822026000000,1732551834725000000,1
workspaceModel.do.save.caches.ms,1732551822026000000,1732551834725000000,0
jps.library.entities.serializer.load.entities.ms,1732551822026000000,1732551834725000000,0
jps.global.initialize.library.bridges.ms,1732551822026000000,1732551834725000000,0
jps.global.handle.changed.events.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1732551822026000000,1732551834725000000,0
jps.global.get.libraries.ms,1732551822026000000,1732551834725000000,0
workspaceModel.load.cache.from.file.ms,1732551822026000000,1732551834725000000,94
workspaceModel.mutableEntityStorage.resolve.ms,1732551822026000000,1732551834725000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1732551822026000000,1732551834725000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1732551822026000000,1732551834725000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1732551822026000000,1732551834725000000,0
