# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.fileByIdCache.misses,1732552723539000000,1732552736250000000,0
VFS.fileChildByName,1732552723539000000,1732552736250000000,13
VFS.invertedFileNameIndex.requests,1732552723539000000,1732552736250000000,0
VFS.fileByIdCache.hits,1732552723539000000,1732552736250000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1732552723539000000,1732552736250000000,329518
NonBlockingReadAction.failedExecutionTimeUs,1732552723539000000,1732552736250000000,0
AWTEventQueue.dispatchTimeTotalNS,1732552723539000000,1732552736250000000,9865486669
NonBlockingReadAction.failedExecutionsCount,1732552723539000000,1732552736250000000,0
NonBlockingReadAction.finalizedExecutionsCount,1732552723539000000,1732552736250000000,25
jps.library.entities.serializer.save.entities.ms,1732552723539000000,1732552736250000000,0
workspaceModel.load.cache.from.file.ms,1732552723539000000,1732552736250000000,93
workspaceModel.mutableEntityStorage.remove.entity.ms,1732552723539000000,1732552736250000000,0
jps.global.handle.changed.events.ms,1732552723539000000,1732552736250000000,0
jps.global.initialize.library.bridges.after.loading.ms,1732552723539000000,1732552736250000000,1
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1732552723539000000,1732552736250000000,0
jps.global.handle.before.change.events.ms,1732552723539000000,1732552736250000000,0
jps.save.global.entities.ms,1732552723539000000,1732552736250000000,40
workspaceModel.moduleManagerBridge.load.module.ms,1732552723539000000,1732552736250000000,0
jps.global.get.libraries.ms,1732552723539000000,1732552736250000000,0
workspaceModel.do.save.caches.ms,1732552723539000000,1732552736250000000,0
jps.library.entities.serializer.load.entities.ms,1732552723539000000,1732552736250000000,1
jps.global.get.library.by.name.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1732552723539000000,1732552736250000000,1
workspaceModel.sync.entities.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1732552723539000000,1732552736250000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1732552723539000000,1732552736250000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1732552723539000000,1732552736250000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1732552723539000000,1732552736250000000,0
jps.global.get.library.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1732552723539000000,1732552736250000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1732552723539000000,1732552736250000000,2
workspaceModel.mutableEntityStorage.instances.count,1732552723539000000,1732552736250000000,5
jps.load.initial.state.ms,1732552723539000000,1732552736250000000,13
workspaceModel.moduleManagerBridge.newModule.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1732552723539000000,1732552736250000000,0
workspaceModel.global.apply.state.to.project.ms,1732552723539000000,1732552736250000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1732552723539000000,1732552736250000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1732552723539000000,1732552736250000000,6
jps.app.storage.content.writer.save.component.ms,1732552723539000000,1732552736250000000,13
workspaceModel.mutableEntityStorage.entities.ms,1732552723539000000,1732552736250000000,1
jps.global.initialize.library.bridges.ms,1732552723539000000,1732552736250000000,0
jps.app.storage.content.reader.load.component.ms,1732552723539000000,1732552736250000000,9
workspaceModel.load.cache.metadata.from.file.ms,1732552723539000000,1732552736250000000,8
workspaceModel.mutableEntityStorage.to.snapshot.ms,1732552723539000000,1732552736250000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1732552723539000000,1732552736250000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1732552723539000000,1732552736250000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1732552723539000000,1732552736250000000,6
workspaceModel.moduleManagerBridge.load.all.modules.ms,1732552723539000000,1732552736250000000,0
workspaceModel.global.updates.ms,1732552723539000000,1732552736250000000,7
workspaceModel.global.updates.count,1732552723539000000,1732552736250000000,1
workspaceModel.save.cache.to.file.ms,1732552723539000000,1732552736250000000,0
writeAction.wait.ms,1732552723539000000,1732552736250000000,1
writeAction.count,1732552723539000000,1732552736250000000,3
DiskQueryRelay.tasksExecuted,1732552723539000000,1732552736250000000,2
DiskQueryRelay.taskWaitingTotalTimeUs,1732552723539000000,1732552736250000000,1122
DiskQueryRelay.tasksRequested,1732552723539000000,1732552736250000000,2
writeAction.median.wait.ms,1732552723539000000,1732552736250000000,0
writeAction.max.wait.ms,1732552723539000000,1732552736250000000,1
DiskQueryRelay.taskExecutionTotalTimeUs,1732552723539000000,1732552736250000000,1079
cacheStateStorage.get.counter,1732552723539000000,1732552736250000000,10
cacheStateStorage.set.duration,1732552723539000000,1732552736250000000,6
cacheStateStorage.get.duration,1732552723539000000,1732552736250000000,10
cacheStateStorage.set.counter,1732552723539000000,1732552736250000000,6
FilePageCacheLockFree.totalHeapBytesAllocated,1732552723539000000,1732552736250000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1732552723539000000,1732552736250000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1732552723539000000,1732552736250000000,41943040
FilePageCache.capacityInBytes,1732552723539000000,1732552736250000000,503316478
FilePageCache.disposedBuffers,1732552723539000000,1732552736250000000,189
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1732552723539000000,1732552736250000000,41943040
DirectByteBufferAllocator.reclaimed,1732552723539000000,1732552736250000000,43
FilePageCacheLockFree.housekeeperTimeSpentMs,1732552723539000000,1732552736250000000,0
DirectByteBufferAllocator.disposed,1732552723539000000,1732552736250000000,146
FilePageCache.pageFastCacheHits,1732552723539000000,1732552736250000000,3740
FilePageCache.totalPageLoadsUs,1732552723539000000,1732552736250000000,150397
FilePageCacheLockFree.heapBytesInUse,1732552723539000000,1732552736250000000,0
FilePageCache.maxCacheSizeInBytes,1732552723539000000,1732552736250000000,195035136
FilePageCacheLockFree.totalNativeBytesAllocated,1732552723539000000,1732552736250000000,0
FilePageCacheLockFree.totalPagesAllocated,1732552723539000000,1732552736250000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1732552723539000000,1732552736250000000,0
StorageLockContext.competingThreads.avg,1732552723539000000,1732552736250000000,0.38095238095238093
FilePageCacheLockFree.nativeBytesInUse,1732552723539000000,1732552736250000000,0
FilePageCacheLockFree.totalPagesReclaimed,1732552723539000000,1732552736250000000,0
FilePageCacheLockFree.totalPagesWriteMs,1732552723539000000,1732552736250000000,0
FilePageCacheLockFree.totalBytesRead,1732552723539000000,1732552736250000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1732552723539000000,1732552736250000000,0
FilePageCache.uncachedFileAccess,1732552723539000000,1732552736250000000,109
FilePageCacheLockFree.totalBytesWritten,1732552723539000000,1732552736250000000,0
