# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
VFS.fileByIdCache.misses,1732555838076000000,1732555850869000000,0
VFS.fileChildByName,1732555838076000000,1732555850869000000,13
VFS.invertedFileNameIndex.requests,1732555838076000000,1732555850869000000,0
VFS.fileByIdCache.hits,1732555838076000000,1732555850869000000,0
AWTEventQueue.dispatchTimeTotalNS,1732555838076000000,1732555850869000000,9917815000
NonBlockingReadAction.failedExecutionTimeUs,1732555838076000000,1732555850869000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1732555838076000000,1732555850869000000,316322
NonBlockingReadAction.failedExecutionsCount,1732555838076000000,1732555850869000000,0
NonBlockingReadAction.finalizedExecutionsCount,1732555838076000000,1732555850869000000,25
FilePageCacheLockFree.totalPageAllocationsWaited,1732555838076000000,1732555850869000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1732555838076000000,1732555850869000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1732555838076000000,1732555850869000000,41943040
FilePageCache.disposedBuffers,1732555838076000000,1732555850869000000,189
FilePageCacheLockFree.totalPagesAllocated,1732555838076000000,1732555850869000000,0
DirectByteBufferAllocator.hits,1732555838076000000,1732555850869000000,3
FilePageCache.pageHits,1732555838076000000,1732555850869000000,0
FilePageCacheLockFree.totalBytesRead,1732555838076000000,1732555850869000000,0
FilePageCacheLockFree.totalBytesWritten,1732555838076000000,1732555850869000000,0
DirectByteBufferAllocator.misses,1732555838076000000,1732555850869000000,186
FilePageCacheLockFree.totalPagesRequested,1732555838076000000,1732555850869000000,0
FilePageCache.pageLoads,1732555838076000000,1732555850869000000,189
FilePageCache.capacityInBytes,1732555838076000000,1732555850869000000,503316478
FilePageCache.totalPageDisposalsUs,1732555838076000000,1732555850869000000,1654
FilePageCache.totalPageLoadsUs,1732555838076000000,1732555850869000000,180725
DirectByteBufferAllocator.reclaimed,1732555838076000000,1732555850869000000,43
FilePageCacheLockFree.totalBytesRequested,1732555838076000000,1732555850869000000,0
