# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeTotalNS,1732550063104000000,1732550077038000000,10877368300
NonBlockingReadAction.finalizedExecutionTimeUs,1732550063104000000,1732550077038000000,388749
workspaceModel.entityStorageSnapshotImpl.instances.count,1732550063104000000,1732550077038000000,5
workspaceModel.replace.project.model.ms,1732550063104000000,1732550077038000000,0
workspaceModel.update.unloaded.entities.ms,1732550063104000000,1732550077038000000,0
workspaceModel.cachedValue.total.get.count,1732550063104000000,1732550077038000000,7
workspaceModel.cachedValue.from.cache.count,1732550063104000000,1732550077038000000,6
workspaceModel.loading.from.cache.ms,1732550063104000000,1732550077038000000,3
workspaceModel.updates.ms,1732550063104000000,1732550077038000000,0
workspaceModel.check.recursive.update.ms,1732550063104000000,1732550077038000000,0
workspaceModel.updates.precise.ms,1732550063104000000,1732550077038000000,0
workspaceModel.cachedValue.calculated.count,1732550063104000000,1732550077038000000,1
workspaceModel.cachedValueWithParameters.clear.count,1732550063104000000,1732550077038000000,0
workspaceModel.to.snapshot.ms,1732550063104000000,1732550077038000000,0
workspaceModel.loading.total.ms,1732550063104000000,1732550077038000000,10
workspaceModel.on.before.changed.ms,1732550063104000000,1732550077038000000,0
workspaceModel.initializing.ms,1732550063104000000,1732550077038000000,0
workspaceModel.on.changed.ms,1732550063104000000,1732550077038000000,0
workspaceModel.updates.count,1732550063104000000,1732550077038000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1732550063104000000,1732550077038000000,0
workspaceModel.cachedValueWithParameters.from.cache.count,1732550063104000000,1732550077038000000,0
workspaceModel.init.bridges.ms,1732550063104000000,1732550077038000000,0
workspaceModel.full.replace.project.model.ms,1732550063104000000,1732550077038000000,0
workspaceModel.collect.changes.ms,1732550063104000000,1732550077038000000,0
workspaceModel.pre.handlers.ms,1732550063104000000,1732550077038000000,0
workspaceModel.cachedValue.clear.count,1732550063104000000,1732550077038000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1732550063104000000,1732550077038000000,0
cacheStateStorage.set.counter,1732550063104000000,1732550077038000000,6
cacheStateStorage.get.duration,1732550063104000000,1732550077038000000,16
cacheStateStorage.get.counter,1732550063104000000,1732550077038000000,10
cacheStateStorage.set.duration,1732550063104000000,1732550077038000000,5
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1732550063104000000,1732550077038000000,12
workspaceModel.global.apply.state.to.project.builder.ms,1732550063104000000,1732550077038000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1732550063104000000,1732550077038000000,0
workspaceModel.global.updates.ms,1732550063104000000,1732550077038000000,6
jps.load.initial.state.ms,1732550063104000000,1732550077038000000,13
jps.global.initialize.library.bridges.after.loading.ms,1732550063104000000,1732550077038000000,1
workspaceModel.mutableEntityStorage.instances.count,1732550063104000000,1732550077038000000,5
workspaceModel.load.cache.from.file.ms,1732550063104000000,1732550077038000000,99
workspaceModel.sync.entities.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1732550063104000000,1732550077038000000,0
workspaceModel.global.apply.state.to.project.ms,1732550063104000000,1732550077038000000,0
jps.library.entities.serializer.load.entities.ms,1732550063104000000,1732550077038000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1732550063104000000,1732550077038000000,4
workspaceModel.moduleManagerBridge.newModule.ms,1732550063104000000,1732550077038000000,0
jps.save.global.entities.ms,1732550063104000000,1732550077038000000,58
workspaceModel.mutableEntityStorage.entities.ms,1732550063104000000,1732550077038000000,1
jps.global.handle.changed.events.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1732550063104000000,1732550077038000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1732550063104000000,1732550077038000000,0
jps.global.get.library.ms,1732550063104000000,1732550077038000000,0
workspaceModel.do.save.caches.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1732550063104000000,1732550077038000000,0
jps.library.entities.serializer.save.entities.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1732550063104000000,1732550077038000000,1
workspaceModel.load.cache.metadata.from.file.ms,1732550063104000000,1732550077038000000,8
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1732550063104000000,1732550077038000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1732550063104000000,1732550077038000000,0
jps.global.initialize.library.bridges.ms,1732550063104000000,1732550077038000000,0
jps.app.storage.content.writer.save.component.ms,1732550063104000000,1732550077038000000,16
workspaceModel.global.updates.count,1732550063104000000,1732550077038000000,1
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1732550063104000000,1732550077038000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1732550063104000000,1732550077038000000,1
workspaceModel.mutableEntityStorage.resolve.ms,1732550063104000000,1732550077038000000,0
jps.global.handle.before.change.events.ms,1732550063104000000,1732550077038000000,0
jps.app.storage.content.reader.load.component.ms,1732550063104000000,1732550077038000000,16
workspaceModel.moduleManagerBridge.load.all.modules.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1732550063104000000,1732550077038000000,6
workspaceModel.moduleManagerBridge.build.module.graph.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1732550063104000000,1732550077038000000,1
jps.global.get.libraries.ms,1732550063104000000,1732550077038000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1732550063104000000,1732550077038000000,0
jps.global.get.library.by.name.ms,1732550063104000000,1732550077038000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1732550063104000000,1732550077038000000,0
workspaceModel.save.cache.to.file.ms,1732550063104000000,1732550077038000000,43
FilePageCacheLockFree.totalPagesWritten,1732550063104000000,1732550077038000000,0
DirectByteBufferAllocator.reclaimed,1732550063104000000,1732550077038000000,43
FilePageCache.maxCacheSizeInBytes,1732550063104000000,1732550077038000000,195035136
StorageLockContext.competingThreads.90P,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1732550063104000000,1732550077038000000,0
FilePageCache.capacityInBytes,1732550063104000000,1732550077038000000,503316478
FilePageCache.totalPageLoadsUs,1732550063104000000,1732550077038000000,283705
StorageLockContext.competingThreads.max,1732550063104000000,1732550077038000000,2
FilePageCacheLockFree.totalPagesReadMs,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPagesRequested,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPagesHandedOver,1732550063104000000,1732550077038000000,0
FilePageCache.pageHits,1732550063104000000,1732550077038000000,0
DirectByteBufferAllocator.hits,1732550063104000000,1732550077038000000,3
StorageLockContext.competingThreads.avg,1732550063104000000,1732550077038000000,0.08333333333333333
FilePageCacheLockFree.totalBytesWritten,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1732550063104000000,1732550077038000000,0
FilePageCache.pageFastCacheHits,1732550063104000000,1732550077038000000,3737
FilePageCacheLockFree.totalNativeBytesReclaimed,1732550063104000000,1732550077038000000,0
FilePageCache.totalPageDisposalsUs,1732550063104000000,1732550077038000000,934
FilePageCache.pageLoadsAboveSizeThreshold,1732550063104000000,1732550077038000000,0
FilePageCache.uncachedFileAccess,1732550063104000000,1732550077038000000,109
FilePageCacheLockFree.totalHeapBytesAllocated,1732550063104000000,1732550077038000000,0
FilePageCache.maxRegisteredFiles,1732550063104000000,1732550077038000000,518
FileChannelInterruptsRetryer.totalRetriedAttempts,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalBytesRequested,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalBytesRead,1732550063104000000,1732550077038000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1732550063104000000,1732550077038000000,41943040
DirectByteBufferAllocator.misses,1732550063104000000,1732550077038000000,186
FilePageCacheLockFree.housekeeperTurnsDone,1732550063104000000,1732550077038000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1732550063104000000,1732550077038000000,41943040
FilePageCacheLockFree.totalClosedStoragesReclaimed,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1732550063104000000,1732550077038000000,0
FilePageCache.pageLoads,1732550063104000000,1732550077038000000,189
FilePageCacheLockFree.nativeBytesInUse,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.heapBytesInUse,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPagesReclaimed,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPagesWriteMs,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalPagesAllocated,1732550063104000000,1732550077038000000,0
FilePageCache.disposedBuffers,1732550063104000000,1732550077038000000,189
FilePageCacheLockFree.housekeeperTimeSpentMs,1732550063104000000,1732550077038000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1732550063104000000,1732550077038000000,0
DirectByteBufferAllocator.disposed,1732550063104000000,1732550077038000000,146
